order_id,order_timestamp,channel,customer_id,server_id,party_size,table_no,promo_code,discount_amount,subtotal,tax,tip,delivery_fee,total,payment_method
102257,2026-02-15 19:37:32,Takeout,637.0,,,,,0.0,64.77,5.18,8.93,0.0,78.88,Card
102258,2026-02-14 20:33:35,Dine-In,348.0,31.0,3.0,21.0,WELCOME10,0.86,8.6,0.62,1.02,0.0,9.38,Card
102259,2026-02-22 21:10:23,Dine-In,584.0,19.0,5.0,21.0,,0.0,55.4,4.43,11.97,0.0,71.8,Card
102260,2026-02-02 12:44:25,Takeout,307.0,,,,,0.0,10.36,0.83,0.0,0.0,11.19,Card
102261,2026-02-18 19:30:31,Dine-In,410.0,35.0,1.0,23.0,,0.0,22.55,1.8,3.38,0.0,27.73,Gift Card
102262,2026-02-08 12:36:20,Takeout,137.0,,,,VALENTINE,0.97,9.65,0.69,0.0,0.0,9.37,Card
102263,2026-02-13 12:37:34,Takeout,260.0,,,,,0.0,18.66,1.49,0.0,0.0,20.15,Card
102264,2026-02-13 14:55:04,Delivery,690.0,,,,,0.0,70.23,5.62,0.0,4.07,79.92,Card
102265,2026-02-23 12:11:30,Delivery,,,,,,0.0,47.4,3.79,0.0,5.11,56.3,Card
102266,2026-02-06 16:28:32,Takeout,473.0,,,,WELCOME10,5.66,56.58,4.07,0.0,0.0,54.99,Card
102267,2026-02-06 17:29:23,Delivery,737.0,,,,,0.0,46.55,3.72,0.0,4.08,54.35,Card
102268,2026-02-01 11:04:24,Dine-In,,26.0,4.0,35.0,,0.0,33.31,2.66,5.32,0.0,41.29,Cash
102269,2026-02-13 19:09:17,Delivery,,,,,LUNCH5,0.0,3.54,0.28,0.0,5.58,9.4,Card
102270,2026-02-10 19:13:12,Takeout,670.0,,,,,0.0,9.27,0.74,1.0,0.0,11.01,Card
102271,2026-02-22 21:11:47,Dine-In,330.0,26.0,2.0,32.0,,0.0,35.88,2.87,6.32,0.0,45.07,Card
102272,2026-02-15 14:16:19,Takeout,,,,,,0.0,29.28,2.34,0.0,0.0,31.62,Card
102273,2026-02-22 12:25:52,Delivery,207.0,,,,,0.0,35.32,2.83,0.0,4.18,42.33,Card
102274,2026-02-04 12:45:12,Dine-In,686.0,2.0,1.0,31.0,,0.0,73.28,5.86,15.07,0.0,94.21,Apple Pay
102275,2026-02-07 18:47:24,Dine-In,654.0,32.0,1.0,15.0,,0.0,48.97,3.92,9.39,0.0,62.28,Card
102276,2026-02-25 21:08:28,Dine-In,539.0,3.0,2.0,40.0,SUPERBOWL,12.0,103.42,7.31,16.24,0.0,114.97,Card
102277,2026-02-01 19:21:46,Dine-In,,22.0,4.0,19.0,FAMILY15,15.0,140.06,10.0,15.43,0.0,150.49,Card
102278,2026-02-14 16:09:05,Dine-In,565.0,4.0,3.0,20.0,,0.0,36.03,2.88,4.52,0.0,43.43,Cash
102279,2026-02-09 13:37:51,Dine-In,392.0,6.0,3.0,39.0,LUNCH5,5.0,55.59,4.05,9.76,0.0,64.4,Google Pay
102280,2026-02-18 18:52:05,Dine-In,56.0,24.0,2.0,31.0,VALENTINE,1.29,12.86,0.93,1.84,0.0,14.34,Card
102281,2026-02-07 12:10:21,Dine-In,748.0,11.0,2.0,36.0,LUNCH5,5.0,29.58,1.97,3.7,0.0,30.25,Card
102282,2026-02-07 19:28:14,Delivery,421.0,,,,,0.0,32.31,2.58,0.0,3.88,38.77,Apple Pay
102283,2026-02-15 19:00:03,Dine-In,45.0,32.0,5.0,8.0,LUNCH5,5.0,57.49,4.2,9.96,0.0,66.65,Card
102284,2026-02-15 16:25:32,Dine-In,336.0,34.0,3.0,20.0,,0.0,31.94,2.56,6.29,0.0,40.79,Card
102285,2026-02-28 18:17:05,Takeout,369.0,,,,,0.0,48.26,3.86,0.0,0.0,52.12,Card
102286,2026-02-26 12:30:32,Takeout,,,,,,0.0,96.44,7.72,5.31,0.0,109.47,Card
102287,2026-02-15 19:31:14,Delivery,,,,,,0.0,45.44,3.64,0.0,3.64,52.72,Apple Pay
102288,2026-02-21 14:34:22,Dine-In,,30.0,3.0,23.0,,0.0,18.0,1.44,2.55,0.0,21.99,Card
102289,2026-02-07 16:32:59,Dine-In,,34.0,6.0,20.0,VALENTINE,4.78,47.82,3.44,6.68,0.0,53.16,Cash
102290,2026-02-01 21:51:38,Takeout,534.0,,,,,0.0,15.34,1.23,1.54,0.0,18.11,Apple Pay
102291,2026-02-17 20:37:52,Dine-In,,12.0,3.0,8.0,LUNCH5,5.0,77.78,5.82,12.24,0.0,90.84,Card
102292,2026-02-10 12:32:56,Takeout,795.0,,,,,0.0,4.87,0.39,0.31,0.0,5.57,Card
102293,2026-02-14 11:00:52,Takeout,,,,,LUNCH5,5.0,36.73,2.54,2.54,0.0,36.81,Card
102294,2026-02-22 18:20:51,Dine-In,794.0,6.0,7.0,4.0,,0.0,58.6,4.69,12.02,0.0,75.31,Card
102295,2026-02-20 13:49:18,Dine-In,110.0,13.0,2.0,7.0,,0.0,59.92,4.79,9.33,0.0,74.04,Apple Pay
102296,2026-02-01 13:24:54,Dine-In,570.0,31.0,5.0,25.0,,0.0,60.48,4.84,8.07,0.0,73.39,Card
102297,2026-02-23 19:15:54,Dine-In,531.0,23.0,2.0,35.0,WELCOME10,5.92,59.16,4.26,11.04,0.0,68.54,Card
102298,2026-02-06 18:30:18,Dine-In,126.0,18.0,4.0,38.0,WELCOME10,3.09,30.88,2.22,3.36,0.0,33.37,Cash
102299,2026-02-15 08:13:46,Dine-In,,13.0,3.0,2.0,,0.0,79.06,6.32,11.95,0.0,97.33,Card
102300,2026-02-15 21:53:41,Takeout,,,,,WEEKEND7,7.0,53.55,3.72,0.0,0.0,50.27,Card
102301,2026-02-19 18:07:00,Dine-In,114.0,34.0,2.0,31.0,,0.0,70.34,5.63,15.23,0.0,91.2,Gift Card
102302,2026-02-06 18:10:35,Dine-In,34.0,14.0,5.0,9.0,WELCOME10,2.57,25.67,1.85,3.71,0.0,28.66,Card
102303,2026-02-11 18:24:19,Takeout,492.0,,,,,0.0,18.7,1.5,0.0,0.0,20.2,Card
102304,2026-02-14 13:18:34,Dine-In,538.0,33.0,4.0,7.0,,0.0,39.93,3.19,5.48,0.0,48.6,Card
102305,2026-02-14 08:22:43,Delivery,117.0,,,,VALENTINE,0.83,8.28,0.6,0.0,4.28,12.33,Card
102306,2026-02-28 14:06:11,Delivery,701.0,,,,,0.0,53.89,4.31,0.0,3.48,61.68,Card
102307,2026-02-07 18:57:20,Dine-In,710.0,22.0,3.0,10.0,,0.0,45.16,3.61,8.91,0.0,57.68,Card
102308,2026-02-03 14:51:37,Delivery,757.0,,,,WELCOME10,3.32,33.21,2.39,0.0,4.91,37.19,Card
102309,2026-02-18 17:29:05,Takeout,,,,,,0.0,62.45,5.0,3.66,0.0,71.11,Card
102310,2026-02-18 12:53:07,Takeout,,,,,WELCOME10,1.44,14.4,1.04,1.58,0.0,15.58,Card
102311,2026-02-14 21:01:22,Takeout,67.0,,,,,0.0,30.13,2.41,1.75,0.0,34.29,Card
102312,2026-02-26 13:28:10,Delivery,337.0,,,,,0.0,53.78,4.3,0.0,3.34,61.42,Card
102313,2026-02-19 18:35:11,Dine-In,,3.0,2.0,10.0,,0.0,53.76,4.3,8.8,0.0,66.86,Apple Pay
102314,2026-02-08 18:42:52,Takeout,219.0,,,,FAMILY15,1.55,12.93,0.91,0.0,0.0,12.29,Card
102315,2026-02-23 17:42:31,Dine-In,429.0,6.0,2.0,34.0,,0.0,71.58,5.73,9.59,0.0,86.9,Card
102316,2026-02-28 12:38:33,Takeout,60.0,,,,,0.0,62.02,4.96,5.43,0.0,72.41,Card
102317,2026-02-15 22:50:32,Delivery,415.0,,,,WELCOME10,2.96,29.57,2.13,0.0,3.91,32.65,Card
102318,2026-02-10 12:35:13,Dine-In,,26.0,6.0,37.0,,0.0,55.36,4.43,12.02,0.0,71.81,Google Pay
102319,2026-02-06 14:12:28,Takeout,224.0,,,,,0.0,66.61,5.33,0.0,0.0,71.94,Card
102320,2026-02-11 14:14:44,Dine-In,723.0,14.0,3.0,8.0,,0.0,10.7,0.86,2.09,0.0,13.65,Card
102321,2026-02-07 18:47:52,Dine-In,551.0,2.0,3.0,14.0,,0.0,41.97,3.36,7.01,0.0,52.34,Card
102322,2026-02-17 11:20:38,Dine-In,25.0,9.0,1.0,14.0,WELCOME10,8.71,87.06,6.27,14.12,0.0,98.74,Card
102323,2026-02-28 22:38:09,Dine-In,,13.0,2.0,28.0,LUNCH5,5.0,97.61,7.41,12.95,0.0,112.97,Card
102324,2026-02-02 19:45:26,Dine-In,,19.0,6.0,27.0,WEEKEND7,0.0,21.05,1.68,3.79,0.0,26.52,Card
102325,2026-02-05 21:50:37,Dine-In,636.0,16.0,3.0,33.0,,0.0,57.39,4.59,6.93,0.0,68.91,Card
102326,2026-02-05 19:36:41,Delivery,,,,,,0.0,81.4,6.51,0.0,3.44,91.35,Card
102327,2026-02-08 13:30:31,Dine-In,512.0,17.0,1.0,14.0,WELCOME10,3.94,39.37,2.83,4.87,0.0,43.13,Google Pay
102328,2026-02-28 20:23:01,Takeout,,,,,,0.0,110.15,8.81,0.0,0.0,118.96,Card
102329,2026-02-15 19:16:46,Delivery,787.0,,,,WELCOME10,6.96,69.61,5.01,0.0,3.44,71.1,Google Pay
102330,2026-02-19 12:24:24,Dine-In,571.0,8.0,2.0,21.0,,0.0,67.99,5.44,14.39,0.0,87.82,Google Pay
102331,2026-02-04 10:18:30,Dine-In,,2.0,5.0,36.0,,0.0,88.68,7.09,18.82,0.0,114.59,Card
102332,2026-02-14 16:01:09,Dine-In,143.0,14.0,2.0,2.0,,0.0,36.47,2.92,4.99,0.0,44.38,Gift Card
102333,2026-02-24 12:21:21,Delivery,731.0,,,,,0.0,18.45,1.48,0.0,3.94,23.87,Card
102334,2026-02-19 18:38:46,Dine-In,17.0,15.0,2.0,3.0,WEEKEND7,7.0,36.62,2.37,5.14,0.0,37.13,Card
102335,2026-02-21 19:29:36,Takeout,,,,,,0.0,99.93,7.99,0.0,0.0,107.92,Apple Pay
102336,2026-02-26 08:34:01,Dine-In,,35.0,4.0,37.0,SUPERBOWL,8.31,55.43,3.77,10.03,0.0,60.92,Card
102337,2026-02-01 20:34:50,Dine-In,103.0,27.0,4.0,36.0,,0.0,79.51,6.36,10.35,0.0,96.22,Gift Card
102338,2026-02-04 22:52:34,Dine-In,,12.0,2.0,2.0,,0.0,86.1,6.89,18.79,0.0,111.78,Card
102339,2026-02-08 12:30:35,Delivery,164.0,,,,,0.0,59.99,4.8,0.0,4.94,69.73,Google Pay
102340,2026-02-14 18:35:39,Takeout,,,,,,0.0,56.5,4.52,0.0,0.0,61.02,Card
102341,2026-02-11 18:52:44,Dine-In,226.0,31.0,2.0,32.0,,0.0,91.38,7.31,11.62,0.0,110.31,Card
102342,2026-02-07 17:08:47,Takeout,61.0,,,,,0.0,38.98,3.12,0.0,0.0,42.1,Apple Pay
102343,2026-02-15 17:17:25,Dine-In,596.0,30.0,6.0,33.0,,0.0,30.49,2.44,4.92,0.0,37.85,Cash
102344,2026-02-18 20:28:52,Dine-In,171.0,12.0,2.0,15.0,,0.0,72.41,5.79,13.95,0.0,92.15,Card
102345,2026-02-15 17:07:46,Dine-In,,21.0,4.0,17.0,,0.0,25.23,2.02,4.51,0.0,31.76,Card
102346,2026-02-08 22:34:55,Delivery,68.0,,,,,0.0,21.73,1.74,0.0,3.56,27.03,Card
102347,2026-02-14 12:12:49,Dine-In,,23.0,4.0,26.0,,0.0,14.3,1.14,1.87,0.0,17.31,Card
102348,2026-02-21 20:22:42,Takeout,,,,,,0.0,21.3,1.7,2.68,0.0,25.68,Google Pay
102349,2026-02-22 15:20:42,Dine-In,596.0,24.0,4.0,39.0,,0.0,41.79,3.34,6.22,0.0,51.35,Cash
102350,2026-02-11 21:31:07,Dine-In,55.0,19.0,3.0,4.0,VALENTINE,8.0,83.47,6.04,12.81,0.0,94.32,Card
102351,2026-02-20 18:26:25,Dine-In,148.0,15.0,2.0,2.0,FAMILY15,5.99,49.89,3.51,6.99,0.0,54.4,Card
102352,2026-02-22 21:23:14,Takeout,,,,,LUNCH5,5.0,23.43,1.47,0.0,0.0,19.9,Card
102353,2026-02-15 18:24:26,Takeout,214.0,,,,WEEKEND7,7.0,61.06,4.32,0.0,0.0,58.38,Card
102354,2026-02-08 16:47:11,Dine-In,230.0,18.0,8.0,29.0,,0.0,103.36,8.27,17.89,0.0,129.52,Google Pay
102355,2026-02-07 12:23:49,Delivery,79.0,,,,,0.0,37.88,3.03,0.0,5.84,46.75,Card
102356,2026-02-22 19:42:55,Takeout,226.0,,,,,0.0,21.48,1.72,3.01,0.0,26.21,Card
102357,2026-02-22 08:39:18,Dine-In,682.0,17.0,4.0,38.0,,0.0,27.34,2.19,3.7,0.0,33.23,Card
102358,2026-02-28 21:34:28,Takeout,,,,,,0.0,39.18,3.13,0.0,0.0,42.31,Card
102359,2026-02-07 08:50:51,Dine-In,10.0,24.0,4.0,18.0,SUPERBOWL,5.7,37.98,2.58,6.44,0.0,41.3,Card
102360,2026-02-01 22:41:30,Takeout,,,,,,0.0,32.01,2.56,4.44,0.0,39.01,Card
102361,2026-02-01 20:45:35,Dine-In,,11.0,2.0,20.0,,0.0,30.87,2.47,4.93,0.0,38.27,Gift Card
102362,2026-02-24 13:25:58,Dine-In,773.0,34.0,3.0,13.0,FAMILY15,8.43,70.24,4.94,7.58,0.0,74.33,Cash
102363,2026-02-09 15:03:48,Takeout,398.0,,,,,0.0,41.51,3.32,0.0,0.0,44.83,Card
102364,2026-02-01 20:30:58,Dine-In,393.0,31.0,7.0,3.0,,0.0,52.94,4.24,8.63,0.0,65.81,Cash
102365,2026-02-07 12:30:09,Dine-In,267.0,20.0,8.0,26.0,,0.0,24.66,1.97,3.02,0.0,29.65,Card
102366,2026-02-02 12:42:50,Dine-In,338.0,17.0,4.0,7.0,,0.0,42.26,3.38,5.69,0.0,51.33,Google Pay
102367,2026-02-23 13:37:46,Takeout,102.0,,,,,0.0,33.81,2.7,0.0,0.0,36.51,Card
102368,2026-02-14 18:28:37,Delivery,613.0,,,,,0.0,35.42,2.83,0.0,3.66,41.91,Card
102369,2026-02-13 21:03:56,Delivery,,,,,WELCOME10,6.96,69.56,5.01,0.0,3.99,71.6,Card
102370,2026-02-15 20:17:16,Delivery,,,,,,0.0,25.46,2.04,0.0,5.7,33.2,Card
102371,2026-02-28 12:49:41,Delivery,,,,,,0.0,15.66,1.25,0.0,3.39,20.3,Card
102372,2026-02-05 08:57:44,Delivery,397.0,,,,,0.0,36.24,2.9,0.0,3.68,42.82,Apple Pay
102373,2026-02-26 10:18:28,Takeout,323.0,,,,,0.0,88.73,7.1,0.0,0.0,95.83,Card
102374,2026-02-12 11:23:40,Takeout,,,,,,0.0,29.7,2.38,0.0,0.0,32.08,Card
102375,2026-02-08 14:53:57,Dine-In,233.0,22.0,8.0,12.0,VALENTINE,2.58,25.8,1.86,4.54,0.0,29.62,Card
102376,2026-02-18 12:39:37,Dine-In,,5.0,2.0,30.0,,0.0,9.48,0.76,1.63,0.0,11.87,Gift Card
102377,2026-02-14 18:34:32,Dine-In,142.0,18.0,3.0,8.0,,0.0,55.96,4.48,12.14,0.0,72.58,Card
102378,2026-02-15 15:26:49,Delivery,,,,,,0.0,38.4,3.07,0.0,3.32,44.79,Card
102379,2026-02-12 19:43:43,Dine-In,,29.0,2.0,5.0,,0.0,16.34,1.31,3.35,0.0,21.0,Card
102380,2026-02-20 18:29:20,Takeout,364.0,,,,FAMILY15,1.8,15.02,1.06,0.0,0.0,14.28,Apple Pay
102381,2026-02-28 21:49:44,Delivery,52.0,,,,,0.0,20.74,1.66,0.0,5.49,27.89,Apple Pay
102382,2026-02-08 13:49:00,Dine-In,,10.0,3.0,3.0,,0.0,89.3,7.14,19.25,0.0,115.69,Card
102383,2026-02-03 12:39:13,Dine-In,,25.0,3.0,4.0,,0.0,47.63,3.81,6.78,0.0,58.22,Card
102384,2026-02-27 12:45:22,Dine-In,,33.0,4.0,2.0,,0.0,66.39,5.31,12.29,0.0,83.99,Card
102385,2026-02-27 19:50:48,Dine-In,708.0,5.0,1.0,35.0,,0.0,23.34,1.87,5.0,0.0,30.21,Card
102386,2026-02-10 11:27:19,Takeout,,,,,,0.0,22.98,1.84,0.0,0.0,24.82,Google Pay
102387,2026-02-22 08:19:59,Dine-In,570.0,11.0,2.0,28.0,LUNCH5,5.0,123.85,9.51,20.22,0.0,148.58,Card
102388,2026-02-11 12:33:18,Dine-In,364.0,7.0,2.0,38.0,,0.0,61.24,4.9,8.76,0.0,74.9,Card
102389,2026-02-20 14:10:21,Takeout,530.0,,,,,0.0,41.85,3.35,4.15,0.0,49.35,Card
102390,2026-02-25 19:29:10,Takeout,253.0,,,,,0.0,24.23,1.94,0.0,0.0,26.17,Card
102391,2026-02-27 20:29:59,Dine-In,683.0,27.0,3.0,25.0,,0.0,21.9,1.75,4.27,0.0,27.92,Card
102392,2026-02-10 21:11:20,Delivery,614.0,,,,,0.0,34.15,2.73,0.0,5.02,41.9,Card
102393,2026-02-05 11:42:25,Dine-In,28.0,26.0,6.0,2.0,,0.0,29.36,2.35,4.93,0.0,36.64,Card
102394,2026-02-14 16:24:50,Takeout,,,,,,0.0,40.38,3.23,0.0,0.0,43.61,Card
102395,2026-02-13 20:31:47,Dine-In,,28.0,2.0,38.0,,0.0,43.24,3.46,5.96,0.0,52.66,Card
102396,2026-02-12 11:15:00,Dine-In,484.0,3.0,5.0,13.0,,0.0,16.33,1.31,2.71,0.0,20.35,Google Pay
102397,2026-02-12 20:15:48,Takeout,,,,,,0.0,71.52,5.72,0.0,0.0,77.24,Card
102398,2026-02-28 20:16:56,Takeout,198.0,,,,,0.0,22.93,1.83,0.0,0.0,24.76,Google Pay
102399,2026-02-20 21:20:18,Delivery,70.0,,,,,0.0,3.59,0.29,0.0,4.24,8.12,Card
102400,2026-02-10 18:22:54,Dine-In,324.0,3.0,4.0,2.0,VALENTINE,4.67,46.75,3.37,8.53,0.0,53.98,Card
102401,2026-02-04 14:47:24,Dine-In,552.0,3.0,4.0,12.0,VALENTINE,6.56,65.59,4.72,12.52,0.0,76.27,Gift Card
102402,2026-02-20 17:36:12,Delivery,,,,,,0.0,52.82,4.23,0.0,3.84,60.89,Card
102403,2026-02-08 12:44:47,Takeout,,,,,,0.0,62.46,5.0,0.0,0.0,67.46,Apple Pay
102404,2026-02-13 19:24:46,Delivery,558.0,,,,FAMILY15,1.13,9.44,0.66,0.0,5.24,14.21,Card
102405,2026-02-01 13:26:29,Takeout,,,,,,0.0,43.42,3.47,3.79,0.0,50.68,Card
102406,2026-02-15 20:29:34,Dine-In,,13.0,3.0,19.0,FAMILY15,6.55,54.55,3.84,7.4,0.0,59.24,Card
102407,2026-02-14 21:30:41,Dine-In,435.0,6.0,2.0,2.0,SUPERBOWL,3.1,20.64,1.4,2.8,0.0,21.74,Card
102408,2026-02-18 19:00:52,Takeout,475.0,,,,,0.0,51.67,4.13,0.0,0.0,55.8,Google Pay
102409,2026-02-18 19:30:53,Dine-In,,6.0,2.0,14.0,,0.0,91.92,7.35,20.13,0.0,119.4,Card
102410,2026-02-24 12:41:24,Delivery,,,,,,0.0,10.76,0.86,0.0,4.73,16.35,Google Pay
102411,2026-02-22 20:52:02,Dine-In,470.0,29.0,2.0,24.0,,0.0,75.03,6.0,14.22,0.0,95.25,Card
102412,2026-02-27 17:29:16,Dine-In,,31.0,3.0,26.0,,0.0,35.75,2.86,6.58,0.0,45.19,Card
102413,2026-02-05 10:32:42,Delivery,293.0,,,,LUNCH5,5.0,57.79,4.22,0.0,5.87,62.88,Card
102414,2026-02-26 17:21:51,Dine-In,83.0,25.0,7.0,31.0,,0.0,42.42,3.39,7.67,0.0,53.48,Card
102415,2026-02-21 18:47:22,Dine-In,,7.0,3.0,27.0,LUNCH5,5.0,78.41,5.87,13.23,0.0,92.51,Card
102416,2026-02-15 20:41:33,Dine-In,776.0,18.0,4.0,36.0,,0.0,23.31,1.86,3.52,0.0,28.69,Cash
102417,2026-02-20 15:23:24,Dine-In,615.0,25.0,2.0,6.0,WEEKEND7,0.0,21.41,1.71,3.83,0.0,26.95,Cash
102418,2026-02-02 19:34:21,Delivery,5.0,,,,,0.0,77.41,6.19,0.0,4.17,87.77,Apple Pay
102419,2026-02-24 18:34:05,Takeout,278.0,,,,,0.0,14.3,1.14,1.5,0.0,16.94,Apple Pay
102420,2026-02-10 14:59:11,Dine-In,399.0,7.0,6.0,2.0,,0.0,47.92,3.83,7.05,0.0,58.8,Cash
102421,2026-02-08 19:04:57,Dine-In,182.0,23.0,4.0,9.0,,0.0,6.21,0.5,1.08,0.0,7.79,Card
102422,2026-02-06 21:10:22,Delivery,603.0,,,,WELCOME10,1.78,17.8,1.28,0.0,3.5,20.8,Card
102423,2026-02-21 19:48:04,Dine-In,40.0,4.0,3.0,8.0,,0.0,96.93,7.75,12.21,0.0,116.89,Card
102424,2026-02-11 19:19:01,Dine-In,,12.0,3.0,37.0,FAMILY15,4.25,35.45,2.5,6.57,0.0,40.27,Apple Pay
102425,2026-02-26 11:17:28,Dine-In,234.0,6.0,3.0,12.0,LUNCH5,5.0,106.25,8.1,12.34,0.0,121.69,Cash
102426,2026-02-27 11:18:53,Takeout,262.0,,,,,0.0,57.39,4.59,0.0,0.0,61.98,Card
102427,2026-02-15 21:04:13,Delivery,,,,,,0.0,11.69,0.94,0.0,5.68,18.31,Card
102428,2026-02-01 19:10:30,Delivery,,,,,WEEKEND7,7.0,46.31,3.14,0.0,4.75,47.2,Gift Card
102429,2026-02-06 17:51:14,Dine-In,268.0,30.0,2.0,22.0,,0.0,62.15,4.97,12.53,0.0,79.65,Card
102430,2026-02-28 20:02:42,Dine-In,83.0,35.0,2.0,39.0,,0.0,38.36,3.07,5.51,0.0,46.94,Card
102431,2026-02-28 11:06:14,Dine-In,537.0,9.0,1.0,8.0,,0.0,10.74,0.86,2.34,0.0,13.94,Card
102432,2026-02-25 16:49:18,Dine-In,574.0,13.0,4.0,23.0,,0.0,53.1,4.25,6.5,0.0,63.85,Card
102433,2026-02-13 20:34:39,Dine-In,531.0,31.0,7.0,19.0,,0.0,42.28,3.38,8.1,0.0,53.76,Gift Card
102434,2026-02-22 20:20:37,Dine-In,198.0,34.0,2.0,37.0,WELCOME10,8.73,87.29,6.28,12.64,0.0,97.48,Card
102435,2026-02-26 12:30:15,Dine-In,360.0,27.0,2.0,27.0,,0.0,51.98,4.16,9.77,0.0,65.91,Card
102436,2026-02-24 19:27:26,Dine-In,224.0,23.0,4.0,11.0,,0.0,90.54,7.24,13.58,0.0,111.36,Card
102437,2026-02-06 12:15:37,Dine-In,664.0,2.0,4.0,35.0,,0.0,66.83,5.35,10.3,0.0,82.48,Apple Pay
102438,2026-02-06 12:23:46,Dine-In,,35.0,1.0,7.0,,0.0,63.8,5.1,13.45,0.0,82.35,Card
102439,2026-02-01 19:33:32,Takeout,472.0,,,,WEEKEND7,7.0,70.04,5.04,0.0,0.0,68.08,Card
102440,2026-02-05 20:33:36,Takeout,,,,,,0.0,5.41,0.43,0.65,0.0,6.49,Card
102441,2026-02-05 11:04:01,Dine-In,471.0,34.0,8.0,37.0,,0.0,48.74,3.9,10.48,0.0,63.12,Card
102442,2026-02-21 12:33:55,Delivery,160.0,,,,,0.0,37.91,3.03,0.0,4.13,45.07,Card
102443,2026-02-25 12:16:41,Dine-In,,16.0,5.0,8.0,,0.0,41.5,3.32,6.71,0.0,51.53,Card
102444,2026-02-01 10:16:49,Takeout,487.0,,,,,0.0,23.83,1.91,2.96,0.0,28.7,Card
102445,2026-02-20 20:22:25,Dine-In,315.0,4.0,4.0,37.0,,0.0,9.81,0.78,1.77,0.0,12.36,Card
102446,2026-02-03 11:54:06,Dine-In,305.0,24.0,1.0,20.0,WELCOME10,10.0,111.29,8.1,15.48,0.0,124.87,Card
102447,2026-02-01 13:20:30,Dine-In,101.0,18.0,2.0,7.0,,0.0,30.63,2.45,5.35,0.0,38.43,Card
102448,2026-02-14 17:12:13,Dine-In,,16.0,2.0,3.0,,0.0,82.88,6.63,12.59,0.0,102.1,Card
102449,2026-02-09 18:20:20,Dine-In,56.0,19.0,2.0,36.0,VALENTINE,2.82,28.18,2.03,3.8,0.0,31.19,Card
102450,2026-02-11 19:21:44,Dine-In,255.0,25.0,4.0,22.0,,0.0,82.43,6.59,15.72,0.0,104.74,Card
102451,2026-02-28 18:21:54,Delivery,421.0,,,,,0.0,39.92,3.19,0.0,5.99,49.1,Card
102452,2026-02-11 12:43:31,Takeout,283.0,,,,,0.0,39.08,3.13,5.38,0.0,47.59,Card
102453,2026-02-08 13:26:40,Delivery,,,,,,0.0,33.02,2.64,0.0,4.3,39.96,Google Pay
102454,2026-02-09 11:22:24,Delivery,331.0,,,,,0.0,14.92,1.19,0.0,3.55,19.66,Card
102455,2026-02-02 22:50:13,Dine-In,,10.0,4.0,36.0,WEEKEND7,0.0,11.54,0.92,2.02,0.0,14.48,Apple Pay
102456,2026-02-28 19:33:50,Delivery,586.0,,,,,0.0,31.0,2.48,0.0,3.59,37.07,Card
102457,2026-02-03 13:12:38,Dine-In,,15.0,1.0,12.0,WEEKEND7,0.0,17.44,1.4,2.99,0.0,21.83,Card
102458,2026-02-14 12:37:20,Delivery,,,,,SUPERBOWL,3.88,25.9,1.76,0.0,5.3,29.08,Card
102459,2026-02-11 13:22:26,Dine-In,187.0,2.0,5.0,3.0,,0.0,14.85,1.19,1.95,0.0,17.99,Card
102460,2026-02-10 19:27:06,Takeout,721.0,,,,,0.0,65.7,5.26,7.44,0.0,78.4,Card
102461,2026-02-25 20:33:39,Dine-In,489.0,21.0,2.0,34.0,,0.0,77.17,6.17,11.92,0.0,95.26,Card
102462,2026-02-07 12:28:34,Takeout,62.0,,,,,0.0,5.04,0.4,0.71,0.0,6.15,Card
102463,2026-02-04 15:50:01,Dine-In,,26.0,2.0,38.0,WELCOME10,3.31,33.06,2.38,6.53,0.0,38.66,Card
102464,2026-02-22 22:09:04,Delivery,57.0,,,,,0.0,30.53,2.44,0.0,4.56,37.53,Card
102465,2026-02-17 20:57:40,Takeout,659.0,,,,,0.0,9.66,0.77,1.33,0.0,11.76,Card
102466,2026-02-08 18:30:29,Dine-In,48.0,14.0,4.0,34.0,,0.0,52.51,4.2,9.59,0.0,66.3,Card
102467,2026-02-08 13:28:52,Dine-In,,14.0,2.0,17.0,,0.0,37.48,3.0,4.78,0.0,45.26,Apple Pay
102468,2026-02-15 13:30:34,Dine-In,746.0,11.0,3.0,27.0,,0.0,50.64,4.05,9.72,0.0,64.41,Card
102469,2026-02-22 13:16:01,Dine-In,675.0,31.0,2.0,6.0,,0.0,102.64,8.21,18.9,0.0,129.75,Card
102470,2026-02-12 19:28:25,Dine-In,381.0,34.0,4.0,5.0,,0.0,31.67,2.53,6.23,0.0,40.43,Card
102471,2026-02-26 16:05:19,Delivery,,,,,WEEKEND7,0.0,9.46,0.76,0.0,5.38,15.6,Card
102472,2026-02-09 21:36:25,Takeout,394.0,,,,,0.0,38.49,3.08,2.79,0.0,44.36,Card
102473,2026-02-22 18:46:38,Dine-In,478.0,11.0,4.0,26.0,FAMILY15,3.29,27.42,1.93,2.95,0.0,29.01,Apple Pay
102474,2026-02-27 15:47:04,Dine-In,,17.0,7.0,8.0,,0.0,60.48,4.84,7.97,0.0,73.29,Card
102475,2026-02-06 12:00:23,Dine-In,627.0,34.0,2.0,4.0,,0.0,5.32,0.43,0.99,0.0,6.74,Google Pay
102476,2026-02-12 19:18:35,Dine-In,657.0,7.0,2.0,25.0,,0.0,43.95,3.52,6.92,0.0,54.39,Card
